Date,i,pi,UNRATE,YLVL,SPREAD,r_real,y_log,x_gap_proxy,x_gap_est,rn_est
2006-03-01,5.0,3.3608050987300686,4.7,16353.835,0.34000000000000075,1.6391949012699314,9.70221770539623,,-0.4547864826025348,1.9912618556075614
2006-04-01,4.86,3.550068538934159,4.7,16396.151,0.41999999999999993,1.3099314610658412,9.704801891145129,,-0.2863327801437622,1.8294858083436636
2006-05-01,5.05,3.90021578032691,4.7,16396.151,0.3799999999999999,1.1497842196730899,9.704801891145129,,-0.26987340429141315,1.6959896236134526
2006-06-01,5.05,4.096653750655843,4.7,16396.151,0.28000000000000025,0.9533462493441567,9.704801891145129,,-0.27302999760551644,1.5898757381900763
2006-07-01,5.31,4.022664031825407,4.7,16420.738,0.020000000000000462,1.2873359681745926,9.70630032718521,,-0.2637141221800033,1.5107196024808043
2006-08-01,5.31,3.8514387586324084,4.7,16420.738,-0.17999999999999972,1.4585612413675912,9.70630032718521,,-0.27499473981071115,1.4534260864358928
2006-09-01,5.34,1.992097749455457,4.7,16420.738,-0.1299999999999999,3.347902250544543,9.70630032718521,,-0.2683580450120341,1.4145216074327078
2006-10-01,5.31,1.3965314248641114,4.4,16561.866,-0.33999999999999986,3.913468575135888,9.714858102750625,,-0.1623577000443515,1.3698818696561355
2006-11-01,5.31,1.9495743696699819,4.4,16561.866,-0.4400000000000004,3.3604256303300177,9.714858102750625,,-0.16960744948713719,1.3138052521362014
2006-12-01,5.17,2.492651488183384,4.4,16561.866,-0.17999999999999972,2.677348511816616,9.714858102750625,,-0.16658925631875335,1.2510267951406597
2007-01-01,5.33,2.054514742382274,4.4,16611.69,-0.16000000000000014,3.275485257617726,9.717861943367756,,-0.14682711381798297,1.1873422514619867
2007-02-01,5.41,2.3914366248373398,4.4,16611.69,-0.4500000000000002,3.0185633751626604,9.717861943367756,,-0.15898190387747388,1.1152240468553092
2007-03-01,5.3,2.759763084754141,4.4,16611.69,-0.25,2.540236915245859,9.717861943367756,,-0.163378138549865,1.0358598723707952
2007-04-01,5.29,2.559878494901735,4.5,16713.314,-0.16000000000000014,2.730121505098265,9.723960926282437,,-0.19970213335880363,0.9535494015524313
2007-05-01,5.28,2.6738184762487016,4.5,16713.314,0.3000000000000007,2.6061815237512986,9.723960926282437,,-0.20545696378212808,0.8639972492400706
2007-06-01,5.31,2.657148166818324,4.5,16713.314,0.35000000000000053,2.6528518331816757,9.723960926282437,,-0.20652955235543932,0.7665375827377229
2007-07-01,5.28,2.291435522260432,4.7,16809.587,-0.040000000000000036,2.988564477739568,9.729704657391745,,-0.30090227919980517,0.6605689432116736
2007-08-01,4.96,1.8796714465866948,4.7,16809.587,0.6299999999999999,3.080328553413305,9.729704657391745,,-0.31881474937589144,0.5391460833789108
2007-09-01,4.58,2.7944163782901654,4.7,16809.587,0.8699999999999997,1.7855836217098346,9.729704657391745,,-0.32902407899541913,0.3985391576804178
2007-10-01,4.6,3.547040458223716,4.7,16915.191,0.6400000000000006,1.0529595417762838,9.73596737290394,,-0.30272243204441,0.24928901712576162
2007-11-01,4.66,4.2803396582697495,4.7,16915.191,0.8900000000000001,0.37966034173025065,9.73596737290394,,-0.2935918761346372,0.09636704686323017
2007-12-01,3.06,4.026644880051222,4.7,16915.191,0.75,-0.9666448800512222,9.73596737290394,,-0.3312290969774927,-0.05518579345941643
2008-01-01,3.22,4.205031811145332,4.7,16843.003,1.75,-0.985031811145332,9.731690597313907,,-0.2738509447212993,-0.1955552974909297
2008-02-01,3.01,4.059437761536788,4.7,16843.003,1.7199999999999998,-1.0494377615367885,9.731690597313907,,-0.2830583793482334,-0.32668683662028314
2008-03-01,2.51,3.8979372014913416,4.7,16843.003,2.09,-1.3879372014913418,9.731690597313907,,-0.2938739341576765,-0.45066124351192877
2008-04-01,2.37,3.8294909498422847,4.7,16943.291,2.3600000000000003,-1.4594909498422846,9.737627223245223,,-0.284314037361521,-0.5668290496457822
2008-05-01,1.98,4.007048490962273,4.7,16943.291,2.2099999999999995,-2.027048490962273,9.737627223245223,,-0.3070490458442168,-0.6763440324751319
2008-06-01,2.47,4.818013152732981,5.6,16943.291,2.12,-2.3480131527329804,9.737627223245223,,-0.692897816954206,-0.7670623796943998
2008-07-01,2.09,5.351718445415354,5.6,16854.295,2.3400000000000003,-3.2617184454153545,9.73236079944244,,-0.7254113523975048,-0.8418559078270663
2008-08-01,1.94,5.171936664573984,5.6,16854.295,2.14,-3.231936664573984,9.73236079944244,,-0.7082583792123136,-0.8930491052340789
2008-09-01,2.03,4.834549269997446,5.6,16854.295,2.95,-2.804549269997446,9.73236079944244,,-0.704061101081727,-0.921975073738708
2008-10-01,0.22,3.663138189931736,5.6,16485.35,3.57,-3.443138189931736,9.710227386702954,,-0.7629104752092024,-0.9326616338917776
2008-11-01,0.52,1.09391237236256,5.6,16485.35,2.9200000000000004,-0.5739123723625599,9.710227386702954,,-0.7003970433353849,-0.9204246780607592
2008-12-01,0.14,-0.022230473340467682,5.6,16485.35,2.14,0.1622304733404677,9.710227386702954,,-0.761765006189475,-0.9146753158228793
2009-01-01,0.23,-0.11365057683114799,5.6,16298.262,2.63,0.34365057683114797,9.698813755343052,,-0.8077384524857792,-0.9232617558899109
2009-02-01,0.22,0.008462782567963956,8.3,16298.262,2.76,0.21153721743203605,9.698813755343052,,-2.0602693783047834,-0.9211695456789908
2009-03-01,0.16,-0.4474784608338389,8.7,16298.262,2.5,0.6074784608338389,9.698813755343052,,-2.284864615564924,-0.9185936724861363
2009-04-01,0.2,-0.5779915821649162,8.7,16269.145,3.02,0.7779915821649162,9.697025648125424,,-2.2962121709824674,-0.9226186770990494
2009-05-01,0.19,-1.0209555557125327,8.7,16269.145,3.33,1.2109555557125327,9.697025648125424,,-2.2991973934985808,-0.9353135567624604
2009-06-01,0.22,-1.2367914498850219,8.7,16269.145,3.34,1.4567914498850218,9.697025648125424,,-2.3047231777171877,-0.9616881384925533
2009-07-01,0.18,-1.9781989747510664,8.7,16326.281,3.34,2.1581989747510666,9.700531419672563,,-2.3088467459040105,-1.005042076315121
2009-08-01,0.15,-1.4949545348335924,8.7,16326.281,3.25,1.6449545348335923,9.700531419672563,,-2.3222971492238247,-1.0738882910712275
2009-09-01,0.07,-1.3875246181172862,8.7,16326.281,3.17,1.4575246181172863,9.700531419672563,,-2.3173569276429937,-1.1643431040579855
